STRINGCODE;CAS;KEGG;IAFMODEL;UMBBD;NAME
C(HC(H2C(H3)))(C(HC(H2C(H3)))(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){3})))))<3>)C(C(H)(C(H)(C(H)(C(H)(C(H)(){2})))))<2>);None;C15082;None;None;4-(1-Ethyl-2-phenylbutyl)phenol
C(H)(C(H)(C(H)(C(Cl)(C(C(H)(){1}C(C(H2))(C(C(H)(C(H)(C(Cl)(C(H)(C(H)(){7})))))<7>))))))<1>;None;C15083;None;None;1-Chloro-2-[1-(4-chlorophenyl)ethenyl]benzene
C(H)(C(H)(C(H)(C(C(H)(C(H)(){1})C(C(C(H)(C(H)(C(H)(C(H)(N(){6})))))<6>C(C(N))(C(C(H)(C(H)(C(H)(C(H)(C(H)(){7})))))<7>))))))<1>;39077-64-0;C15084;None;None;2,3-Diphenyl-3-(2-pyridinyl)acrylonitrile
C(H2)(C(H2)(C(C(H3))(C(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15085;None;None;17-Methyl-18-norandrosta-4,13(17)-dien-3-one
C(H2)(C(H)(C(C(H3))(C(H2)(C(H2)(C(H)(C(C(H)(C(H2)(C(C(H)(C(O(C(H2C(HC(H2)))))(C(H)(C(H)(C(){6,10})))))<10>))){2})<6>))C(N(O(H)))(C(N(O(H)))(){1})))<2>)<1>;None;C15086;None;None;3-Allyloxyestra-1,3,5(10),7-tetraene-16,17-dione dioxime
C(H2)(C(H)(C(C(H3))(C(H2)(C(H2)(C(H)(C(C(H)(C(H2)(C(C(H)(C(O(H))(C(H)(C(H)(C(){6,10})))))<10>))){2})<6>))C(O)(C(N(O(H)))(){1})))<2>)<1>;None;C15087;None;None;3-Hydroxyestra-1,3,5(10),7-tetraene-16,17-dione 16-oxime
C(H2)(C(H2)(C(HO(C(OC(H2C(H3)))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(F)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15088;None;None;4-Fluoro-17beta-hydroxyandrost-4-en-3-one propionate|4-Fluorotestosteronepropionate
C(H2)(C(H2)(N(C(H)(C(C(O(H)O))(C(H)(C(H)(C(O)(){3})))))<3>)C(C(H)(C(H)(C(H)(C(O(C(H3)))(C(H)(){2})))))<2>);None;C15089;None;None;1,6-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid
C(H2)(C(H2)(C(C(H2)(C(H2)(C(O)(O(){3})))C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H)(C(H)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)<3>))<1>;None;C15090;None;None;17-Hydroxy-3-oxo-17alpha-pregna-1,4-diene-21-carboxylic acid,
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(O)(C(F)(C(H)(C(H2)(C(HC(H3))(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15091;None;None;9-Fluoro-17beta-hydroxy-6alpha,17-dimethylandrost-4-ene-3,11-dione
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(F)(C(HO(H))(C(H2)(C(C(H3))(C(HO(H))(C(HC(H3))(){1})){2}))){3}C(H)(C(H)(C(O)(C(H)(){6})))))<6>)))<3>)<2>)<1>;3801-25-0;C15092;None;None;9-Fluoro-11beta,17beta-dihydroxy-16alpha-methylandrosta-1,4-dien-3-
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HF)(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15093;None;None;3beta-Fluoroandrost-5-en-17beta-ol
C(H2)(O(C(C(H)(C(C(H2)(C(HC(H3))(N(H)(N(C(C(C(H)(C(H)(C(N(H2))(C(H)(C(H)(){11})))))<11>C(C(H)(C(O(){1}){3})){5}))))))<5>))<3>))<1>;869360-93-0;C15094;None;None;GYKI 52895|4-(8,9-Dihydro-8-methyl-7H-1,3-dioxolo[4,5-h][2,3]benzodiazepin-5-
C(H)(C(H)(C(O(C(OC(H3))))(C(H)(C(C(C(C(C(C(H)(C(H)(C(O(C(OC(H3))))(C(H)(C(O(C(O)(){7})){9})))))<9>O(){5}))<7>){1})<5>))))<1>;35826-57-4;C15095;None;None;Coumestrol diacetate|3,9-Diacetoxy-6H-benzofuro[3,2-c][1]benzopyran-6-one
C(H2)(C(C(H2)(C(H)(C(H2)(C(H)(C(H2)(C(H)(C(H2)(){4}C(H2)(){2}))C(H2)())))<4>))<2>N(C(C(H)(C(H)(C(H)(C(H)(C(N(C(C(H)(C(H)(C(H)(C(H)(C(H)(){10})))))<10>C(O)(C(H)(C(O)(){2}N(H)(C(O)(N(H)(C(C(H)(C(H)(C(H)(C(H)(C(H)(){15})))))<15>))))))){3})))))<3>)<2>);None;C15096;None;None;GV 150013X|N-Phenyl-N'-[(3R)-2,3,4,5-tetrahydro-2,4-dioxo-1-phenyl-5-
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HO(H))(C(H2)(C(H2)(C(C(H2O(H)))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15097;None;None;Androst-5-ene-3beta,17beta,19-triol
C(H2)(C(H2)(C(HC(OC(H2F)))(C(C(H3))(C(H2)(C(HO(H))(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15098;None;None;21-Fluoro-11beta-hydroxypregn-4-ene-3,20-dione|21-Fluoro-11beta-hydroxyprogesterone
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(O)(C(HC(H3))(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;3381-88-2;C15099;None;None;17beta-Hydroxy-2alpha,17-dimethyl-5alpha-androstan-3-one|2alpha,17alpha-Dimethyldihydrotestosterone
C(H)(C(H)(C(O(H))(C(H)(C(H)(C(C(C(H)(C(O)(C(C(C(H)(C(O(C(H3)))(C(O(H))(C(O(C(H3)))(){10})))O(){7}))<10>)))<7>){1})))))<1>;33028-99-8;C15100;None;None;6-Hydroxy-2-(4-hydroxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one|4',6-Dihydroxy-5,7-dimethoxyflavone
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(H)(C(H)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;3275-64-7;C15101;None;None;17-Methyl-5-alpha-androst-2-en-17-beta-ol
C(H2)(C(H2)(C(O)(C(C(H)(C(H)(C(H)(C(H)(C(C(HC(O(H)O))(){1}){4})))))<4>)))<1>;None;C15102;None;None;1,2,3,4-Tetrahydro-4-oxo-1-naphthoic acid
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(HO(H))(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H)(C(H)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15103;None;None;11alpha,17beta-Dihydroxy-1,4-androstadien-3-one
C(H2)(C(H2)(C(N(C(C(H)(C(H)(C(H)(C(O(C(HC(H3)C(H3))))(C(H)(){5})))))<5>C(O)(C(C(H)(C(H)(C(H)(C(H)(C(N(){3}){6})))))<6>)))<3>)C(C(H)(N(H)(C(C(H)(C(H)(C(Cl)(C(H)(C(){2,5})))))<5>)))<2>);139543-40-1;C15104;None;None;LY-202769|2-[2-(5-Chloro-1H-indol-3-yl)ethyl]-3-[3-(1-methylethoxy)phenyl]-
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){6})))C(F)(C(O)(C(H2)(C(C(H3))(C(O)(C(HO(H))(){1})){2}))){3}))<6>)))<3>)<2>)<1>;None;C15105;None;None;9-Fluoro-16alpha-hydroxyandrost-4-ene-3,11,17-trione
C(H2)(C(H2)(C(HC(HC(HN(O(H)))C(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(N(O(H)))(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15106;None;None;3-Oxopregn-4-ene-20beta-carboxaldehyde dioxime
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(O(C(H3)))(C(H)(C(H)(C(C(H)(C(H2)(C(H2)(C(C(H3))(C(H)(C(H)(){1})){2}))){3}){6})))))<6>)))<3>)<2>)<1>;None;C15107;None;None;3-Methoxyestra-1,3,5(10),16-tetraene
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(HC(H3))(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15108;None;None;17beta-Hydroxy-6alpha,17-dimethylandrost-4-en-3-one|6alpha,17alpha-Dimethyltestosterone
C(H)(C(H)(C(O(C(H3)))(C(H)(C(H)(C(C(C(H)(C(O)(C(C(C(O(C(H3)))(C(O(C(H3)))(C(O(C(H3)))(C(O(H))(){10})))O(){7}))<10>)))<7>){1})))))<1>;2798-20-1;C15109;None;None;Gardenin B|5-Hydroxy-2-(4-methoxyphenyl)-6,7,8-trimethoxy-4H-1-benzopyran-4-
C(H)(C(H)(C(O(H))(C(H)(C(C(C(C(OC(H3)))(C(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){9})))))<9>O(){5}))){1})<5>))))<1>;2726-50-3;C15110;None;None;1-[6-Hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-3-yl]ethanone|6-Hydroxy-2-(4-hydroxyphenyl)-3-benzofuranylmethyl ketone
C(H)(C(H)(C(H)(C(C(C(H)(){1}O(C(C(C(H)(C(H)(C(O(H))(C(H)(C(H)(){8})))))<8>C(C(OC(H3)))(){4}))))<4>)))<1>;None;C15111;None;None;1-[2-(4-Hydroxyphenyl)-1-benzofuran-3-yl]ethanone|2-(4-Hydroxyphenyl)-3-benzofuranylmethyl ketone
C(H2)(C(H2)(C(HO(C(OC(H2C(H3)))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(FF)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15112;None;None;4,4-Difluoro-17beta-hydroxyandrost-5-en-3-one propionate
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(HO(H))(C(F)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(HC(H3))(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15113;None;None;9-Fluoro-11beta,17beta-dihydroxy-2,17-dimethylandrost-4-en-3-one
C(H2)(C(H2)(C(O)(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H2)(C(C(H)(C(H)(C(O(C(H3)))(C(H)(){11})))){7}))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;287209;C15114;None;None;3-Methoxy-5,10-seco-5,19-cycloandrosta-1(10),2,4-trien-17-one|3-Methoxy-5,19-cyclo-5,10-secoandrosta-1(10),2,4-trien-17-one
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(O(H)C(H3))(C(H)(C(H)(C(H2)(C(HC(H3))(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15115;None;None;11beta-Hydroxy-6alpha,11-dimethylpregn-4-ene-3,20-dione|11beta-Hydroxy-6alpha,11-dimethylprogesterone
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(HC(H3))(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;2636-91-1;C15116;None;None;2alpha-Methylpregn-4-ene-3,20-dione|2alpha-Methylprogesterone
C(H2)(C(H2)(C(O(H)C(H2C(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(C(H3))(C(H)(C(H)(C(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15117;None;None;3-Methyl-19-nor-17alpha-pregna-1,3,5(10)-trien-17-ol
C(H2)(C(H)(C(C(H)(C(H)(C(O(C(H3)))(C(H)(C(H)(){3})))))<3>O(C(C(H)(C(O(C(H3)))(C(O(C(H3)))(C(O(C(H3)))(C(C(O)(){1}){4})))))<4>)))<1>;2569-77-9;C15118;None;None;2,3-Dihydro-2-(4-methoxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-
C(H2)(C(H2)(C(HC(HC(H3)C(H2C(H2C(H2C(HC(H3)C(H3)))))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){10})))){7})<10>)C(H)(){1,4}))<7>)))<4>)))<1>;None;C15119;None;None;B-Norcholest-4-en-3-one
C(H)(C(C(H)(C(H)(N(C(H)(C(H)(){2})))))<2>C(C(O(H)O))(C(C(H)(C(H)(C(O(C(H3)))(C(H)(C(H)(){3})))))<3>));None;C15120;None;None;alpha-(p-Methoxyphenyl)-4-pyridineacrylic acid
C(H)(C(C(H)(C(H)(C(H)(C(H)(N(){2})))))<2>C(C(N))(C(C(H)(C(H)(C(O(C(H3)))(C(H)(C(H)(){3})))))<3>));None;C15121;None;None;alpha-(p-Methoxyphenyl)-2-pyridineacrylonitrile
C(H)(C(C(H)(C(H)(C(H)(C(C(H3))(N(){2})))))<2>C(C(O(H)O))(C(C(H)(C(H)(C(O(C(H3)))(C(H)(C(H)(){3})))))<3>));None;C15122;None;None;alpha-(p-Methoxyphenyl)-6-methyl-2-pyridineacrylic acid
C(HC(HClCl))(C(C(H)(C(H)(C(H)(C(H)(C(H)(){2})))))<2>C(C(H)(C(H)(C(H)(C(H)(C(H)(){2})))))<2>);None;C15123;None;None;1,1-Dichloro-2,2-diphenylethane
C(H2)(C(H2)(C(H)(C(C(H3))(C(H2)(C(H2)(C(C(C(H2)(C(H2)(C(C(H)(C(O(C(H3)))(C(H)(C(H)(C(){7,11})))))<11>))){3})<7>))C(O)(C(H2)(){1})))<3>))<1>;None;C15124;None;None;3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17a-one
C(H2)(C(H)(C(H2)(C(H2)(C(H2)(C(H2)(C(H2)(){2})))))<2>N(C(H3))(C(C(H)(C(H)(C(H)(C(H)(C(H)(){3})))))<3>));None;C15125;None;None;N-(Cyclohexylmethyl)-N-methylbenzenamine|N-Methyl-N-phenylcyclohexanemethylamine
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H)(C(O(H))(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;2304-17-8;C15126;None;None;2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(HF)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;2300-03-0;C15127;None;None;6alpha-Fluoropregn-4-ene-3,20-dione|6alpha-Fluoroprogesterone
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(C(C(H2)(C(C(H3))(){7,11})C(C(H)(C(H)(C(H)(C(H)(C(N(H)(){13}){15})))))<15>))<13>))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15128;None;None;1'H-5alpha-Androst-2-eno[3,2-b]indol-17beta-ol
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(H)(C(O(H))(C(H)(C(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;2259-89-4;C15129;None;None;Estra-1,3,5(10)-triene-2,17beta-diol|2-Hydroxy-3-deoxyestradiol
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(C(H2)(O(){10})C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>)<10>)C(H)(){1,4}))<7>)))<4>)))<1>;None;C15130;None;None;6beta,19-Epoxypregn-4-ene-3,20-dione
C(H)(C(H)(C(C(H)(C(O(C(H3)))(C(H)(C(H)(C(O(C(H3)))(){3})))))<3>)C(C(H)(C(H)(C(H)(C(H)(C(H)(){2})))))<2>);None;C15131;None;None;2,5-Dimethoxystilbene|1,4-Dimethoxy-2-(2-phenylethenyl)benzene
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H)(C(H)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(O)(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>O(){5}))<5>)<4>)))<1>;None;C15132;None;None;11alpha,12alpha-Epoxy-5beta-pregnane-3,20-dione
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(C(H3))(C(H2)(C(H2)(C(O)(N(C(H3))(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15133;None;None;4-Methyl-4-aza-5-pregnene-3,20-dione
C(H2)(C(H2)(C(O)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(O(H))(C(H)(C(H)(C(C(H2)(){6}){9})))))<9>)))<6>){1}))))<1>;None;C15134;None;None;3-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)cyclopentanone
C(H2)(C(H2)(C(O)(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HO(C(OC(H3))))(C(H2)(C(H2)(C(C(HO))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15135;None;None;3beta-Hydroxy-17-oxoandrost-5-en-19-al acetate
C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H3))(C(H)(C(H2)(C(H2)(C(O)(O(){7})))){3})<7>))C(C(H3))(C(H2)(C(H2)(C(HO(H))(C(H2)(C(H)(){1,5})))))<5>))<3>))<1>;None;C15136;None;None;3beta-Hydroxy-D-homo-17a-oxa-5alpha-androstan-17-one|Isoandrololactone
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(O)(C(HC(H2O(H)))(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;20592-44-3;C15137;None;None;17beta-Hydroxy-2alpha-(hydroxymethyl)-17-methyl-5alpha-androstan-3-
C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(H2)(C(HO(H))(C(H2)(C(H2)(C(C(H3))(C(H)(C(H2)(C(H2)(C(C(H3))(C(HO(C(H3)))(C(HO(H))(){1})){2}))){3}){6})))))<6>)))<3>)<2>)<1>;None;C15138;None;None;17beta-Methoxyandrost-5-ene-3beta,16beta-diol
C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(HO(C(OC(H3))))(C(H2)(C(H2)(C(C(H3))(C(H)(C(H2)(C(H2)(C(C(H3))(O(C(H2)(){1})){3}))){4}){7})))))<7>)))<4>)<3>))<1>;None;C15139;None;None;D-Homo-17a-oxa-5alpha-androstan-3beta-ol acetate
C(H2)(C(H2)(C(O(H)C(H3))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(FF)(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15140;None;None;3,3-Difluoro-17-methyl-5alpha-androstan-17beta-ol
C(H2)(C(C(H)(C(H)(C(H)(C(H)(C(H)(){2})))))<2>N(C(H3))(C(C(H)(C(H)(C(H)(C(H)(N(){3})))))<3>));None;C15141;None;None;N-(Phenylmethyl)-N-methyl-2-pyridinamine
C(H2)(C(H2)(C(H)(C(C(H3))(C(H2)(C(H2)(C(C(C(H2)(C(H2)(C(C(H)(C(O(C(H3)))(C(H)(C(H)(C(){7,11})))))<11>))){3})<7>))C(HO(H))(C(H2)(){1})))<3>))<1>;None;C15142;None;None;3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17abeta-ol
C(H)(C(H)(C(H)(C(C(C(H)(){1}C(C(C(H2C(H2C(H2C(H3)))))(O(){4})C(O)(C(C(H)(C(I)(C(O(H))(C(I)(C(H)(){8})))))<8>))))<4>)))<1>;1951-26-4;C15143;None;None;(2-Butylbenzofuran-3-yl)(4-hydroxy-3,5-diiodophenyl)ketone
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(H2)(C(H2)(C(O)(C(H)(){6})))C(H)(C(H2)(C(H2)(C(C(H3))(C(HO(H))(C(O(H)C(H3))(){1})){2}))){3}))<6>)))<3>)<2>)<1>;1911-14-4;C15144;None;None;16beta,17beta-Dihydroxy-16-methylestr-4-en-3-one
C(C(OC(H2C(H3)))C(H2C(H3)))(C(C(H)(C(H)(C(O(C(OC(H3))))(C(H)(C(H)(){2})))))<2>C(C(H)(C(H)(C(O(C(OC(H3))))(C(H)(C(H)(){2})))))<2>);None;C15145;None;None;4,4-Bis[4-(acetyloxy)phenyl]3-hexanone|4,4-Bis(4-hydroxyphenyl)-3-hexanonediacetate
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){6})))C(H)(C(O)(C(H2)(C(C(H3))(C(C(OC(H3)))(C(H)(){1})){2}))){3}))<6>)))<3>)<2>)<1>;None;C15146;None;None;Pregna-4,16-diene-3,11,20-trione
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(F)(C(HO(H))(C(H2)(C(C(H3))(C(O)(C(HC(H3))(){1})){2}))){3}C(H)(C(H)(C(O)(C(H)(){6})))))<6>)))<3>)<2>)<1>;None;C15147;None;None;9-Fluoro-11beta-hydroxy-16alpha-methylandrosta-1,4-diene-3,17-dione
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){6})))C(F)(C(O)(C(H2)(C(C(H3))(C(HC(OC(H3)))(C(HC(H3))(){1})){2}))){3}))<6>)))<3>)<2>)<1>;None;C15148;None;None;9-Fluoro-16alpha-methylpregn-4-ene-3,11,20-trione
C(H2)(C(H2)(C(HN(HC(OC(H3))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;1865-62-9;C15149;None;None;17beta-Acetamidoandrost-4-en-3-one
C(H2)(C(H2)(C(O)(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H)(C(H)(C(O)(C(H)(){11})))){7})<11>))C(O(H))(){1,4}))<7>)))<4>)))<1>;None;C15150;None;None;14-Hydroxyandrosta-1,4-diene-3,17-dione
C(H2)(C(H2)(C(HO(C(OC(H3))))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H)(C(H)(C(H)(C(O)(O(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15151;None;None;17beta-Hydroxy-4-oxa-5alpha-estr-1-en-3-one acetate
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(FF)(){11})))){7})<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15152;None;None;4,4-Difluoropregn-5-ene-3,20-dione
C(H)(C(H)(C(C(HC(H2C(H3))C(C(O(H)O)C(H3)C(H3))))(C(H)(C(C(H)(C(H)(C(O(H))(C(H)(C(){1,5})))))<5>))))<1>;None;C15153;None;None;(-)-Methallenestrilphenol|(-)-3-(6-Hydroxy-2-naphthyl)-2,2-dimethylpentanoicacid|(-)-beta-Ethyl-6-hydroxy-alpha,alpha-dimethyl-2-naphthalenepropanoic
C(H2)(C(H2)(C(HC(OC(H3)))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H)(C(O)(C(H2)(C(H2)(C(C(H3))(){7,11})))O()))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15154;None;None;4beta,5beta-Epoxypregnane-3,20-dione
C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(C(H3))(C(H2)(C(H2)(C(O)(C(H)(){6})))C(Br)(C(HO(H))(C(H2)(C(C(H3))(C(HC(OC(H3)))(C(HC(H3))(){1})){2}))){3}))<6>)))<3>)<2>)<1>;None;C15155;None;None;9-Bromo-11beta-hydroxy-16alpha-methylpregn-4-ene-3,20-dione
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(C(OC(H3)))(C(H)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15156;None;None;3-Acetyl-5alpha-androst-2-en-17beta-ol
C(H2)(C(H2)(C(HO(H))(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(O(C(OC(H3)))C(OC(H3)))(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15157;None;None;3-Acetyl-5alpha-androstane-3beta,17beta-diol 3-acetate
C(H2)(C(H2)(C(O)(C(C(H3))(C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(H)(C(H2)(C(O(H)C(C(H)))(C(H2)(C(H2)(C(C(H3))(){7,11})))))<11>))C(H)(){1,4}))<7>)))<4>)))<1>;None;C15158;None;None;3alpha-Ethynyl-3-hydroxy-5alpha-androstan-17-one
C(H2)(C(H2)(C(H)(C(H)(C(H2)(C(H2)(C(C(H3))(C(H)(C(H2)(C(C(HO(H)))(C(O)(O(){7})))){3})<7>))C(C(H3))(C(H2)(C(H2)(C(HO(H))(C(H2)(C(H)(){1,5})))))<5>))<3>))<1>;None;C15159;None;None;3beta,13-Dihydroxy-16-(hydroxymethylene)-13,17-seco-5alpha-
